Title,Price,Area,Address,description,table,Link
2 pokojowe mieszkanie 60m2 Centrum Szczecin,2 500 zł,60 m²,"Szczecin, Centrum - Odświeżono dnia 24 marca 2025","Mieszkanie do wynajecia. 60M2 ścisłe centrum przy ul Jagiellońskiej 6a.
2 pokoje , kuchni ,łazienka. Mieszkanie po remoncie. Umeblowane.
4 piętro , 3 balkony, klimatyzator, Wanna z jacuzzi.
Prąd na kartę, ogrzewanie i woda miejskie liczniki.
Gaz naliczane od osoby.
Czynsz administracyjny 1183zl i opłaty liczników wg zużycia.
kontakt tylko telefoniczny. Nie odpowiadam na e mail.

Apartment for Rent
60m² – Prime Location, Jagiellońska 6a

2 rooms, kitchen, bathroom
Recently renovated, fully furnished
4th floor, 3 balconies, air conditioning
Jacuzzi bathtub
Prepaid electricity, municipal heating & water (metered)
Gas charges per person
Administrative rent: 1,183 PLN + utilities based on usage
Contact only by phone – No email responses

Квартира в оренду
60м² – Центр міста, вул. Ягеллонська 6a

2 кімнати, кухня, ванна кімната
Після ремонту, умебльована
4-й поверх, 3 балкони, кондиціонер
Ванна з джакузі
Електрика за карткою, опалення та вода міські (лічильники)
Газ оплачується за кількістю мешканців
Адміністративна оренда: 1 183 PLN + комунальні послуги за лічильниками
Контакт тільки по телефону – На e-mail не відповідаю",PrywatneWinda: NiePoziom: 4Umeblowane: TakRodzaj zabudowy: ApartamentowiecPowierzchnia: 60 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 1 183 zł,https://www.olx.pl/oferta/2-pokojowe-mieszkanie-60m2-centrum-szczecin-CID3-ID14Jxbz.html
Mieszkanie z balkonem na Os. Reda,1 700 zł,47 m²,"Szczecin, Gumieńce - Odświeżono dnia 24 marca 2025","Mieszkanie położone na III piętrze w bloku przy ul. Ledóchowskiego w Szczecinie (blok z windą). Lokal wyposażony w pralkę, lodówkę, kuchenkę (bez zmywarki). Lokal z balkonem. Stan lokalu jak na zdjęciach. Kaucja w wysokości podwójnego czynszu (3400 zł). Dodatkowe opłaty to czynsz do Spółdzielni (ok. 700 zł) i prąd - ogrzewanie wliczone w czynsz. Telewizja i internet we własnym zakresie.",PrywatneWinda: TakPoziom: 3Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 47 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 700 zł,https://www.olx.pl/oferta/mieszkanie-z-balkonem-na-os-reda-CID3-ID152Q6C.html
Wynajmę atrakcyjne mieszkanie,2 200 zł,35 m²,"Szczecin, Centrum - Odświeżono dnia 24 marca 2025","Do wynajęcia atrakcyjne , komfortowe mieszkanie  w świetnej lokalizacji przy Alei Bohaterów Warszawy. Lokal składa się z pokoju z aneksem kuchennym, sypialni i łazienki. Niewątpliwym atutem jest spory, słoneczny balkon. Ogrzewanie oraz woda z sieci miejskiej. Czynsz miesięczny 2200 zł. plus opłaty do spółdzielni ok. 500 zł. Kaucja 3000 zł. Forma umowy najem okazjonalny.
Kontakt w sprawie wynajmu:
tel. 60*******67",PrywatneZwierzęta: NieWinda: NiePoziom: 4Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 35 m²Liczba pokoi: 2 pokoje,https://www.olx.pl/oferta/wynajme-atrakcyjne-mieszkanie-CID3-ID14SVsu.html
2 pokoje z balkonem Niebuszewo od 1.04.2025,2 000 zł,37 m²,"Szczecin, Niebuszewo - Odświeżono dnia 11 marca 2025","Ofertą wynajmu jest mieszkanie 2 pokojowe. Na powierzchnię mieszkania - 37m2. składa  się :
- salon z wyjściem na balkon
- sypialnia
- kuchnia z oknem
- łazienka z WC
- przedpokój.
Mieszkanie znajduje się na 4 piętrze z 10, blok wyposażony w 2 windy, budynek
docieplony - mieszkanie ciepłe i jasne. 
Nieruchomość umeblowana - jak na zdjęciach, wyposażone w lodówkę, pralkę, kuchenkę gazową z
piekarnikiem elektrycznym, podstawowe wyposażenie kuchenne (garnki, naczynia, sztućce i szklanki),
2 telewizory, + internet Wifi, odkurzacz, suszarka na pranie.
Woda i ogrzewanie z sieci miejskiej. Wokół budynku ogólnodostępne miejsca parkingowe. 
Mieszkanie dostępne od zaraz.
Bieżące opłaty to:
- czynsz do spółdzielni ok. 550 zł miesięcznie w zależności od zużycia wody (rozliczenie wody
kwartalne, rozliczenie c.o. roczne)
- za prąd i gaz według zużycia - maksymalnie do tej pory ok.: 200 zł energia, 40 zł gaz.
- 135 zł - telewizja UPC w każdym telewizorze, nagrywarka programów w dużym pokoju, internet do 750 Mb/s - Wifi.
Czynsz najmu 2000 zł 
Kaucja 2000 zł 
Mieszkanie dostępne od 1.04.2025r. 
Wymagany najem okazjonalny.",FirmowePoziom: 4Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 37 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 550 zł,https://www.olx.pl/oferta/2-pokoje-z-balkonem-niebuszewo-od-1-04-2025-CID3-ID14Fm8K.html
2 pokoje z balkonem i miejscem garażowym,2 400 zł,"32,50 m²","Szczecin, Centrum - Odświeżono dnia 20 marca 2025","Oferta najmu jest mieszkanie 2 pokojowe o pow.32,5m2- salon z aneksem kuchennym, sypialnia, przedpokój, łazienka, balkon/taras. W cenie najmu jest miejsce postojowe w hali garażowej. 
Wyposażone w meble i kuchnie. Gotowe do zamieszkania.
Umowa najmu na min. 1 rok. Najem okazjonalny. 
Mieszkanie na 5 ostatnim piętrze z pięknym widokiem na centrum Szczecina. Winda. Budynek na nowym ładnym osiedlu przy ul. Kusocińskiego.
.
Czynsz najmu 2400 zł
Opłaty za media zryczałtowane  600zł ( w czynsz wliczone jest zużycie prądu)
Kaucja 2400zł.","FirmoweZwierzęta: NieWinda: TakParking: w garażuPoziom: 5Umeblowane: TakRodzaj zabudowy: ApartamentowiecPowierzchnia: 32,50 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 600 zł",https://www.olx.pl/oferta/2-pokoje-z-balkonem-i-miejscem-garazowym-CID3-ID134b1a.html
★Hit ! Kawalerka Z Panoramicznym Widokiem Na Szn★,1 699 zł,"24,80 m²","Szczecin, Centrum - Odświeżono dnia 24 marca 2025",brak opisu otodom,brak opisu otodom,https://www.otodom.pl/pl/oferta/hit-kawalerka-z-panoramicznym-widokiem-na-szn-ID4uBTY.html
"Mieszkanie 2-pokojowe na wynajem, poddasze, H. Pobożnego",2 300 zł,40 m²,"Szczecin, Centrum - Odświeżono Dzisiaj o 10:58","Do wynajęcia nowa adaptacja strychu  - mieszkanie na ul. H. Pobożnego przy starym mieście w okolicach Wałów Chrobrego. 
Mieszkanie składa się z salonu połączonego z kuchnią, dodatkowy pokój z przeznaczeniem na sypialnię oraz łazienka z prysznicem, toaleta i bidet. 
W każdym pomieszczeniu znajduje się klimatyzacja. 
Mieszkanie jest umeblowane. 
W salonie znajdują się sofa rozkładana, TV , stół jadalny oraz krzesła.
Kuchnia w pełni wyposażona - płyta indukcyjna, piekarnik, okap, zmywarka, lodówka z zamrażarką, sztućce, talerze, szklanki i kubki.
W korytarzu duża szafa wnękowa 
Ogrzewanie i ciepła woda jest z sieci miejskiej.
Koszt wynajmu 2300 zł plus czynsz 820 zł plus dodatkowo za zużyty w lokalu prąd. 
Kaucja w wysokości 3500zł  płatna przy podpisywaniu umowy.
W czynsz wliczone jest już ciepła woda i ogrzewanie.",PrywatneZwierzęta: NieWinda: NiePoziom: 4Umeblowane: TakRodzaj zabudowy: KamienicaPowierzchnia: 40 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 820 zł,https://www.olx.pl/oferta/mieszkanie-2-pokojowe-na-wynajem-poddasze-h-poboznego-CID3-ID14gDSO.html
2 pokojowe mieszkanie - ul. Krzywoustego - oficyna,1 600 zł,"44,37 m²",Szczecin - 18 marca 2025,brak opisu otodom,brak opisu otodom,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-ul-krzywoustego-oficyna-ID4wtKV.html
ZAREZERWOWANE Mieszkanie 2 pokoje -Pomorzany idealne dla pary,2 400 zł,43 m²,"Szczecin, Pomorzany - Odświeżono dnia 24 marca 2025","Nie odpowiadam na SMS-y

Wynajmę mieszkanie dwupokojowe z balkonem typu loggia, położone na 2 piętrze nowo wybudowanego bloku na Pomorzanach ul. Ruska. Mieszkanie jest słoneczne, komfortowe, 
w pełni wyposażone. W nowoczesnej kuchni oprócz takich sprzętów, jak lodówko-zamrażarka, zmywarka, płyta indukcyjna, piekarnik, czajnik znajdują się też garnki i patelnie, talerze, szklanki i sztućce dla 6 osób. W przedpokoju obszerna szafa, a w niej odkurzacz, żelazko, deska do prasowania i sprzęty do sprzątania. W łazience oprócz wanny, wc i umywalki znajduje się elegancka zabudowa kryjąca pralko-suszarkę. 
W sypialni znajduje się wygodne łoże (160x200cm) oraz szafa i komoda.
W pokoju dziennym nowoczesna komoda, (możliwość podłączenia kablówki i Internetu), kanapa z funkcją spania oraz stół z krzesłami i stoliki kawowe. 
Mieszkanie ma świetną lokalizację. Spokojna okolica, oddalona od ruchu ulicznego, dużo zieleni. Kilka minut do przystanku tramwajowego i autobusowego. 5 min do szkoły, basenu, boiska, 10 min do Biedronki i galerii Molo.
Całkowity koszt wynajmu to 3.100 na co składa się:  2.400 zł  czynsz najmu+600zl czynsz do spółdzielni ( w tym zaliczki na ogrzewanie, ciepłą i zimną wodę, wywóz śmieci) + zaliczki na prąd wg zużycia ok 100zl. .
W budynku znajdują się miejsca parkingowe w garażu podziemnym. 
Wynajem na 12 miesięcy na cele mieszkaniowe. Kaucja 3.000zl
Zwierzęta nie są akceptowane 
Pośrednikom dziękujemy.
Zachęcam do obejrzenia. W związku z tym, że właściciel nie mieszka w Szczecinie oglądać można tylko w wybrane dni po ówczesnym umówieniu telefonicznym.
Dostępne od 1 kwietnia",FirmoweZwierzęta: NieWinda: TakParking: w garażuPoziom: 2Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 43 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 700 zł,https://www.olx.pl/oferta/zarezerwowane-mieszkanie-2-pokoje-pomorzany-idealne-dla-pary-CID3-IDPhMo5.html
POMORZANY. 2 pokoje z osobną kuchnią.,2 400 zł,"52,82 m²","Szczecin, Pomorzany - 24 marca 2025",brak opisu otodom,brak opisu otodom,https://www.otodom.pl/pl/oferta/pomorzany-2-pokoje-z-osobna-kuchnia-ID4wciU.html
Na wynajem duże dwupokojowe na Pogodnie,2 500 zł,53 m²,"Szczecin, Pogodno - 24 marca 2025",brak opisu otodom,brak opisu otodom,https://www.otodom.pl/pl/oferta/na-wynajem-duze-dwupokojowe-na-pogodnie-ID4sF3N.html
Kawalerka z widokiem przy ulicy Ofiar Oświęcimia,1 700 zł,19 m²,"Szczecin, Centrum - Odświeżono Dzisiaj o 11:39","Na wynajem słoneczne kawalerka niedaleko Manhatanu.

Nieruchomość położona na szóstym piętrze wysokiego budynku z windą.

Atrakcyjna lokalizacja, blisko do centrum i Jasnych Błoni.

W pobliżu komunikacja miejska, przychodnia, szkoła, poczta, sklepy, usługi.

Opłaty:
- kaucja 2500 zł,
- czynsz dla właściciela 1700 zł,
- czynsz 380 zł,
 -gaz
- prąd

Zapraszam na prezentację.

Powyższe ogłoszenie ma wyłącznie charakter informacyjny. Nie stanowi ono oferty w myśl art. 66 i n. ustawy z dnia 23.04.1964r. Kodeks cywilny (Dz.U. 1964r. Nr 16, poz. 93, ze zm.).",PrywatneZwierzęta: TakWinda: TakPoziom: 6Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 19 m²Liczba pokoi: KawalerkaCzynsz (dodatkowo): 380 zł,https://www.olx.pl/oferta/kawalerka-z-widokiem-przy-ulicy-ofiar-oswiecimia-CID3-ID153HjG.html
