Title,Price,Area,Address,description,table,Link
Mieszkanie-- 2 pokoje--- parter--5 tej Kresowej,1 550 zł,30 m²,Nowy Sącz - 07 marca 2025,"Wynajmę mieszkanie 2 pokojowe położone na parterze w bloku na os. Kaduk
Kuchnia połączona z salonem, sypialnia, łazienka z wc.
Kuchnia wyposażona w kuchenka elektryczna z piekarnikiem, pochłaniacz, lodówka, ława rozkładana z regulowaną wysokością, dwa fotele, sofa z funkcją spania.
Sypialnia-łóżko dwuosobowe, 2 szafki nocne,  komoda, meble na ubrania, telewizor.
Łazienka z kabiną prysznicową, pralko -suszarka.
Parking ogólnodostępny przed budynkiem.
Koszty:
-czynsz ok.340zł regulowany zużyciem wody
-gaz, prąd wg zużycia
-telewizja kablowa 140zł
-odstępne 1550/miesiąc
-kaucja 2500zł",PrywatneZwierzęta: NieWinda: NiePoziom: ParterUmeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 30 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 340 zł,https://www.olx.pl/d/oferta/mieszkanie-2-pokoje-parter-5-tej-kresowej-CID3-ID14N772.html
"Kawalerka do wynajęcia (bezczynszowa, opłaty wliczone)",1 500 zł,24 m²,Nowy Sącz - 04 marca 2025,"Do wynajęcia kawalerka bezczynszowa.

Mieszkanie na półpiętrze dla 1 osoby pracującej, bez dzieci. Zlokalizowane w okolicy Nowy Sącz/ Cegielnia Centrum Handlowe.

Mieszkanie jest wykończone i odświeżone, w pełni umeblowanie, sprzęt AGD (pralka, lodówka, płyta kuchenna), Internet. Do dyspozycji najemcy również bezpłatny parking (ogrodzony). Składa się z pokoju, aneksu kuchennego i WC.  Cena obejmuje media tj. woda ciepła, zimna, nieczystości, ogrzewanie, śmieci itp. Oplata za prąd wedle zużycia. Wymagana kaucja 1400 zł, zwracana po zakończeniu umowy. 

Minimalny okres najmu to pół roku.

Kontakt telefoniczny do właściciela +48************33.

Jeśli widzisz tę wiadomość tzn. ze ogłoszenie jest aktualne.",PrywatneZwierzęta: NieWinda: NieParking: parking strzeżonyUmeblowane: TakRodzaj zabudowy: ApartamentowiecPowierzchnia: 24 m²Liczba pokoi: Kawalerka,https://www.olx.pl/d/oferta/kawalerka-do-wynajecia-bezczynszowa-oplaty-wliczone-CID3-ID14KE2D.html
"Mieszkanie_apartament 70m2, dwa miejsca parkingowe",2 600 zł,70 m²,Nowy Sącz - 16 marca 2025,brak opisu otodom,brak opisu otodom,https://www.otodom.pl/pl/oferta/mieszkanie-apartament-70m2-dwa-miejsca-parkingowe-ID4sidc.html
Wynajmę mieszkanie oś Barskie,2 000 zł,38 m²,Nowy Sącz - 11 marca 2025,"Mieszkanie po generalnym remoncie , wszystko nowe , całkowicie umeblowane , 2 pokoje , kuchnia , łazienka , balkon. Wynajem długoterminowy , minimum 1 rok , wymagana kaucja , możliwość zakupu mieszkania. Więcej informacji tel. x796x16x17x17x",PrywatneZwierzęta: NieWinda: NieParking: przynależne na ulicyPoziom: 4Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 38 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 300 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-os-barskie-CID3-ID14R8GJ.html
Mieszkanie do wynajęcia,1 200 zł,43 m²,Nowy Sącz - 13 marca 2025,"Wynajmę mieszkanie w Nowym Sączu spokojnym uczciwym lokatorom na os. Szujskiego, w bardzo dobrej lokalizacji - blisko DH Lach, Jadłodajnia Pod Wierzbą, dworzec PKS i PKP, kościół kolejowy, przedszkola, szkoły, przychodnie.
Lokal 43 m2 na IV piętrze - 2 pokoje, kuchnia, przedpokój, łazienka i piwnica. Niski czynsz ok. 450 zł do wspólnoty mieszkaniowej (w tym zimna woda, ogrzewanie, śmieci, domofon, fundusz remontowy).
Mieszkanie wolne od kwietnia 2025 r.
Odstępne 1200 zł/m-c.",PrywatneZwierzęta: NieWinda: NieParking: przynależne na ulicyPoziom: 4Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 43 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 450 zł,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-CID3-ID14Tsxi.html
Mieszkanie do wynajęcia os. Barskie,1 100 zł,20 m²,Nowy Sącz - 22 marca 2025,"Wynajmę mieszkanie - kawalerkę ok 100m od Galerii Trzy Korony  ( pokój + kuchnia + przedpokój + łazienka ). Mieszkanie na 4 piętrze w bloku czteropiętrowym. Koszt najmu 1100zł + czynsz 210zł (  ogrzewanie, fundusz rem. ) + prąd, gaz, woda, śmieci. Kaucja 1500zł, Minimum 6 miesięcy z  1-miesięcznym okresem wypowiedzenia. Lubię, ale nie akceptuję zwierząt w mieszkaniu.  Dostępne od 1 kwietnia 2025.

Proszę o kontakt telefoniczny. Nie odpowiadam na wiadomości.",PrywatneZwierzęta: NieWinda: NiePoziom: 4Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 20 m²Liczba pokoi: Kawalerka,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-os-barskie-CID3-ID1536Fl.html
Wynajmę 2 pokojowe mieszkanie,1 800 złdo negocjacji,39 m²,Nowy Sącz - 05 marca 2025,"Mamy do zaoferowania Państwu dwupokojowe mieszkanie na wynajem zlokalizowane przy ul. Barskiej w Nowym Sączu.

Nieruchomość jest położona na pierwszym piętrze w bloku o powierzchni 39m2.

To idealne miejsce dla osób pragnących połączyć komfort i spokój życia z wygodą mieszkania w mieście.

Mieszkanie składa się z:
Kuchnia-do urządzenia
Łazienka z wanną pralką i toaletą wraz z umywalką.
Salon-umeblowany
Sypialnia

Nieruchomość bardzo słoneczna i przestronna.
Dużym atutem jest bezpośrednie wyjście z salonu na balkon, gdzie można zorganizować przestrzeń do wypoczynku, zabawy a nawet uprawiania egzotycznej roślinności czy ziołowego ogródka.

Dodatkowe informacje:
Do mieszkania przynależy piwnica.

Lokalizacja:
Lokalizacja umożliwia łatwy i szybki dostęp do centrum miasta, a jednocześnie zapewnia ciszę i spokój.

Idealne miejsce podkreśla dogodny dostęp do bogatej infrastruktury wykorzystywanej w codziennym życiu, na którą składają się: szkoły, przedszkola, żłobki, przychodnie lekarskie, kościół, sklepy spożywcze, linie autobusowe, galeria 3 korony, place zabaw, punkty gastronomiczne, bank.

Jeśli szukasz przestrzennego mieszkania to ta okazja jest dla Ciebie nie czekaj zadzwoń i umów się.

Tylko obejrzenie nieruchomości i zapoznanie się z okolicą pozwoli podjąć dobrą decyzję, więc zapraszamy do obejrzenia na żywo. Biuro Nieruchomości Invest Home 51*******83 lub 50*******36

Cena: 1800 zł
czynsz ok/400 zł
Spółdzielnia Grodzka
Umowa Najmu okazjonalnego(bez zwierząt)

ZA OBSŁUGE WYNAJMU NIERUCHOMOŚCI POBIERANA JEST PROWIZJA.

Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego. Staramy się aby informacje dotyczące oferowanych nieruchomości były kompletne i aktualne. Ze względu na fakt, iż informacje te pochodzą od osób trzecich Invest Home nie ponosi odpowiedzialności za ich dokładność i kompletność.",FirmoweZwierzęta: NieWinda: NiePoziom: 1Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 39 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 400 zł,https://www.olx.pl/d/oferta/wynajme-2-pokojowe-mieszkanie-CID3-ID14eLhA.html
Do wynajęcia kawalerka na Kochanowskiego,950 złdo negocjacji,25 m²,Nowy Sącz - 17 marca 2025,"Do wynajęcia kawalerka o powierzchni 25 m2 , położona na 3 piętrze w bloku na osiedlu Kochanowskiego . Mieszkanie jest bardzo słoneczne i ciepłe , nie umeblowane i nie wyposażone w AGD . Niskie koszty utrzymania : czynsz do administracji ok 300 zł , prąd i gaz wg zużycia . Mieszkanie wolne od zaraz. 

Preferowana umowa najmu okazjonalnego .

Kaucja zabezpieczająca 1800 zł",PrywatneWinda: NiePoziom: 3Umeblowane: NieRodzaj zabudowy: BlokPowierzchnia: 25 m²Liczba pokoi: KawalerkaCzynsz (dodatkowo): 300 zł,https://www.olx.pl/d/oferta/do-wynajecia-kawalerka-na-kochanowskiego-CID3-ID14rIAD.html
Mieszkanie na wynajem,1 550 zł,48 m²,Nowy Sącz - 08 marca 2025,"Mieszkanie 48 m, dwa pokoje. 9 piętro, nowa winda. Bardzo jasne i widokowe. Na wyposażeniu są dwie duże szafy, lodówka, zmywarka, sofa narożna, stół z krzesłami.
W czynszu jest ciepła woda, stąd niskie opłaty za gaz. Prąd ok 90, zł",PrywatneZwierzęta: TakWinda: TakParking: przynależne na ulicyPoziom: 9Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 48 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 800 zł,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-CID3-ID14OzDe.html
Mieszkanie - wynajem,1 700 zł,38 m²,Nowy Sącz - 01 marca 2025,"Witam serdecznie wynajmę mieszkanie o powierzchni 38m. Mieszkanie znajduje się na 3 piętrze bloku 4 piętrowym.
 Mieszkanie sklada sie : z dużego pokoju połączony  z aneksem kuchennym sypialnia korytarz łazienka ( pralka). Mieszkanie jest całkowicie umeblowane telewizor kanapa meble w drugim pokoju łóżko sypialniane komoda jak i również kuchnia wyposażona w niezbędne przybory potrzebne w kuchni.( garnki sztućce talerze szklanki zmywarka lodowka z zamrażalnikiem piekarnik plyta gzaowa  mikrofala itp) . Mieszkanie nie posiada balkonu. Opłaty - czynsz do spółdzielni ok 400 zl plus media  prąd gaz wg zużycia. 
Mieszkanie znajduje się w Nowym Sączu  ul.Tuwima.
 Odstępne 1700zl kaucja 2000zl.
 Mieszkanie wolne ..",PrywatneZwierzęta: TakWinda: NieParking: przynależne na ulicyPoziom: 3Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 38 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 400 zł,https://www.olx.pl/d/oferta/mieszkanie-wynajem-CID3-ID14Hy8C.html
Na wynajem Nowy Sącz/ 2 pok/ 52m / 1 p./ Gorzkow,1 900 zł,52 m²,Nowy Sącz - 17 marca 2025,"Witam, na wynajem komfortowe, przestronne dwu pokojowe mieszkanie w Nowym Sączu na Gorzkowie ul. P. Kosińskiego. 

Na osiedlu w otoczeniu dużo zieleni, blisko do sklepów (Auchan, Lewiatan, Żabka, Biedronka) szkoły, apteki, Agata.. wszystko w zasięgu ręki.

Duża zaletą mieszkania jest to że znajduje się na 1 piętrze w bloku bez gazu. 
Ogrzewanie i woda ciepła z sieci miejskiej. 

Mieszkanie składa się z 2-ch przestronnych pokojów (20 m i 14m) , Dużej i widnej odrębnej kuchni ,łazienki ,przedpokoju, dużego balkonu (wyjście na balkon z obu pokoi ! ) i przynależnej sporej piwnicy. 
Pod blokiem znajduję się spory parking dla auta.

Metraż mieszkania 52,6 m 

Pokojów : duży ok 20 m , mały ok 14. 
Mieszkanie do wynajecia bez mebli widocznych w duzym pokoju oraz tymi co są w zabudowie (przedpokój i kuchnia) 

Zapraszam serdecznie do oglądania.
Najem okazjonalny z potwierdzeniem u natariusza. 

Koszta wynjmu:
1900 zł - odstępne 
700 zł- opłata czynszu na 3 os z zaliczkami na ogrzewanie, ciepła wodę, śmieci opłaty administracyjne 
PRĄD - wg zużycia 
Internet i telewizja we własnym zakresie.
Kaucja zwrotna - 2500 zl

Oferta od właściciela - 
Nie współpracuje z agencjami nieruchomości. !

Dostępne od początku kwietnia.",PrywatneZwierzęta: NieWinda: NieParking: przynależne na ulicyPoziom: 1Umeblowane: NieRodzaj zabudowy: BlokPowierzchnia: 52 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 700 zł,https://www.olx.pl/d/oferta/na-wynajem-nowy-sacz-2-pok-52m-1-p-gorzkow-CID3-ID14qrIv.html
Mieszkanie z ogródkiem Nowy Sącz osiedle Wólki,2 000 zł,37 m²,Nowy Sącz - 12 marca 2025,"Do wynajęcia  elegancki apartament zlokalizowany na zamkniętym osiedlu w dzielnicy Wólki . 
Lokal mieści się na parterze i składa się z wygodnego salonu z aneksem kuchennym , sypialni, przedpokoju z przestronną szafą oraz łazienki. Mieszkanie posiada własny ogródek oraz miejsce parkingowe. W mieszkaniu są sprzęty AGD (pralka, lodówka, zmywarka, a także dźwiękoszczelne drzwi oraz drewniana podłoga. 
Okolica jest bardzo atrakcyjna, cicha, spokojna i bezpieczna. W pobliżu sklepy, szkoła, przedszkole, tereny rekreacyjne (park, wały, boiska ). Blisko do centrum. Mieszkanie dostępne od 01.04.2025.
Miejsce parkingowe w cenie. Kaucja zwrotna 3000złW przypadku pytań zapraszam do kontaktu:-)",PrywatneParking: przynależne na ulicyPoziom: ParterUmeblowane: TakRodzaj zabudowy: ApartamentowiecPowierzchnia: 37 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 400 zł,https://www.olx.pl/d/oferta/mieszkanie-z-ogrodkiem-nowy-sacz-osiedle-wolki-CID3-ID14SDlE.html
Wynajmę Mieszkanie 38m2 Nowy Sącz blisko centrum,1 400 zł,38 m²,Nowy Sącz - 13 marca 2025,"Do wynajęcia mieszkanie przy ulicy Kazimierza Wielkiego ,38m2 na pierwszym piętrze,200 metrów od centrum Nowego Sącza .Lokal po kapitalnym  remoncie, posiada salon, sypialnię, kuchnię, łazienkę, przedpokój oraz dużą piwnicę Czynsz około 460zł (w tym ogrzewanie)gaz stała opłata od jednej osoby 10 zł + woda i prąd według zużycia. .Wynajem na minimum 12 miesięcy, umowa najmu okazjonalnego. Oferta skierowana do osób pracujących, niepalących, narodowości polskiej 30+ max 2 + 0 lub 2 + 1 .Kaucja wynosi 2500 zł. Więcej informacji udzielę mailem lub telefonicznie.",PrywatneZwierzęta: NieWinda: NieParking: przynależne na ulicyPoziom: 1Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 38 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 460 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-38m2-nowy-sacz-blisko-centrum-CID3-ID13SQSv.html
Mieszkanie studenckie Nowy Sącz,1 500 zł,40 m²,Nowy Sącz - 14 marca 2025,"Do wynajęcia kawalerka przy ul. Limanowskiego w Nowym Sączu. Mieszkanie o pow. ok 40m2 znajduje się na II p. Składa się z kuchni, przestronnego osobnego pokoju z balkonem oraz łazienki. Na wyposażeniu m.in. pralka, lodówka, zmywarka, kuchenka gazowa z piekarnikiem. 
Kwota podana jest za wynajem, trzeba doliczyć opłaty.
Szczegółowe informacje pod nr tel. 50********22 lub 79********00.",PrywatneZwierzęta: NieWinda: NieParking: przynależne na ulicyPoziom: 2Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 40 m²Liczba pokoi: Kawalerka,https://www.olx.pl/d/oferta/mieszkanie-studenckie-nowy-sacz-CID3-ID1242vo.html
Mieszkanie 48m2 na wynajem Nowy Sącz,2 000 zł,48 m²,Nowy Sącz - 17 marca 2025,"Do wynajęcia jasne i funkcjonalne mieszkanie o powierzchni 48 m², położone w spokojnej okolicy przy ul. Naściszowskiej w pobliżu galerii Trzy Korony. Lokal znajduje się na parterze w bloku i posiada dostęp do ogródka oraz komórkę lokatorską.

Opis mieszkania:
Powierzchnia: 48 m²
2 pokoje: salon z aneksem kuchennym + oddzielna sypialnia
Wyposażenie: meble, stół, krzesła, sofa, zmywarka, pralka, szafa 
Dostęp do ogródka
Komórka lokatorska

Warunki najmu:
Cena: 2000 zł /mies. + opłaty ok 500 zł (wedle zużycia w tym woda ,ogrzewanie , śmieci , części wspólne ) 
Kaucja: 3000 zł 
Dostępne od zaraz 

Zapraszam do kontaktu i obejrzenia mieszkania!
60*******57",PrywatneZwierzęta: NieWinda: TakParking: przynależne na ulicyPoziom: ParterUmeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 48 m²Liczba pokoi: 2 pokojeCzynsz (dodatkowo): 500 zł,https://www.olx.pl/d/oferta/mieszkanie-48m2-na-wynajem-nowy-sacz-CID3-ID14XPkn.html
"Kawalerka, mieszkanie na wynajem. 22m2",1 500 zł,22 m²,Nowy Sącz - 02 marca 2025,"Mieszkanie kawalerka na wynajem, 22m2. Lokalizacja: ul. Sobieskiego w centrum miasta. 
Umeblowane, pralka, lodówka. Dostępne od zaraz.",PrywatneZwierzęta: TakWinda: NieParking: brakPoziom: 1Umeblowane: TakRodzaj zabudowy: KamienicaPowierzchnia: 22 m²Liczba pokoi: Kawalerka,https://www.olx.pl/d/oferta/kawalerka-mieszkanie-na-wynajem-22m2-CID3-ID14bJdi.html
Wynajmę mieszkanie trzypokojowe,1 500 zł,68 m²,Nowy Sącz - 16 marca 2025,Wynajme mieszkanie częściowo umeblowane Trzy pokojowe. Lokalizacja   ul .Rokitnianczykow.,PrywatneZwierzęta: NieWinda: NieParking: parking strzeżonyPoziom: 1Umeblowane: TakRodzaj zabudowy: BlokPowierzchnia: 68 m²Liczba pokoi: 3 pokoje,https://www.olx.pl/d/oferta/wynajme-mieszkanie-trzypokojowe-CID3-ID14Xajf.html
